CPNT_ID,CPNT_TYP_ID,REV_DTE,DMN_ID,NOTACTIVE,CPNT_TITLE,DEL_MTH_ID,SUBJ_AREA_1,SUBJ_AREA_2,SUBJ_AREA_3,CONTACT,CPNT_DESC,COMMENTS,CMPL_STAT_ID,CPNT_LEN,AUTO_FILL_ENRL,ENRL_THRESHOLD_DAYS,SCHEDULE_CAN_OVERRIDE_PRICE,RTYP_ID,CPNT_SRC_ID,SAFETY_REL,CREATE_DTE,INIT_NUMBER,INIT_PERIOD_TYPE_ID,INIT_BASIS_TYPE_ID,RETRNG_NUMBER,RETRNG_PERIOD_TYPE_ID,RETRNG_BASIS_TYPE_ID,REV_NUM,REVISER,APPRVR,APPRVD,APPRVL_DTE,MIN_ENRL,MAX_ENRL,PREP_LEN,DEFAULT_PUB_PRICE,LES_PLAN,CREDIT_HRS,CPE_HRS,CONTACT_HRS,STUD_MATS,INST_MATS,CPNT_GOALS,TGT_AUDNC,GRADE_OPT,CHGBCK_METHOD,SHOW_IN_CATALOG,COL_NUM1_VAL,COL_NUM2_VAL,COL_NUM3_VAL,COL_NUM4_VAL,COL_NUM5_VAL,PRICE_CURRENCY_CODE,LEVEL1_SURVEY,LEVEL3_SURVEY,CATALOG_1,CATALOG_2,CATALOG_3,APP_ID,BUILD_USER,BUILD_COMPANY,BUILD_LOC,BUILD_DATE,DEVELOPER_TOOL,CONTENT_ONLINE,LAUNCH_TYPE,PRIMARY_PARAM,OFFLINE_PRIMARY_PARAM,SECONDARY_PARAMS,AICC_SUPPORT,ENABLE_CROSSDOMAIN,ITEM_ONLINE,ITEM_ONLINE_ONLY,REVIEWABLE,DAYS_TO_EXPIRATION,FAIL_STAT_ID,AICC_MAX_NORMAL,MODULE_NAME,MASTERY_SCORE,REMOVE_CPNT_MODULE_FLAG,ESIG_ENABLED,INCLUDE_IN_GOVT_REPORTING,TRAINING_TYPE,LGL_ENTITY_2483_ID,ENABLE_RATING,INCLUDE_PREV_REV_RATING,MODULE_TYPE,CONTENT_WRAPPER_TYPE,EXAM_REVIEW_OPTION,NODE_LEVEL,NODE_NO,OFFLINE_ACCESSIBLE,APP_DMN_ID,APP_DESCRIPTION,APP_NOTACTIVE,APP_TITLE,AUTO_COMPETENCY,THUMBNAIL_URI,FAILURE_ACTION,REPEAT_COUNT,OFFLINE_FILE_PATH,SELF_ENRL,ENABLE_ORDER,APPROVAL_REQD,TAP_DEF_ID,SELF_RECORD_LRNGEVT,SUB_RECORD_LRNGEVT,USE_AICC_WRAPPER,HTML_CPNT_DESC,TRIGGER_CPNT_PASS,TRIGGER_CPNT_FAIL,PARENT_MODULE_NAME,FORCE_ORDER,LOCALE,USER_CAN_WAITLIST,SUPER_ENRL,WITHDRAW_TAP_DEF_ID,WITHDRAW_APPROVAL_REQ,LAUNCH_IN_A_NEW_BWSR_WINDOW,PRODUCTION_READY,SCHED_CAN_OVERRIDE_CAN_POLICY,CANCEL_POLICY_ID,SKIP_CONTENT_STRUCTURE_PAGE!##!
course-7215,ONLINE,,AHOLD,N,Machine Learning in the Tidyverse,,,,,,"This course will teach you to leverage the tools in the ""tidyverse"" to generate, explore, and evaluate machine learning models. Using a combination of tidyr and purrr packages, you will build a foundation for how to work with complex model objects in a ""tidy"" way. You will also learn how to leverage the broom package to explore your resulting models. You will then be introduced to the tools in the test-train-validate workflow, which will empower you evaluate the performance of both classification and regression models as well as provide the necessary information to optimize model performance via hyperparameter tuning.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/machine-learning-in-the-tidyverse,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Machine Learning in the Tidyverse,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-7193,ONLINE,,AHOLD,N,Intermediate Interactive Data Visualization with plotly in R,,,,,,"The plotly package enables the construction of interactive and animated graphics entirely within R. This goes beyond basic interactivity such as panning, zooming, and tooltips. In this course, you will extend your understanding of plotly to create animated and linked interactive graphics, which will enable you to communicate multivariate stories quickly and effectively. Along the way, you will review the basics of plotly, learn how to wrangle your data in new ways to facilitate cumulative animations, and learn how to add filters to your graphics without using Shiny.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/intermediate-interactive-data-visualization-with-plotly-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Intermediate Interactive Data Visualization with plotly in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-7140,ONLINE,,AHOLD,N,Interactive Data Visualization with rbokeh,,,,,,"Data visualization is an integral part of the data analysis process. This course will get you introduced to rbokeh: a visualization library for interactive web-based plots. You will learn how to use rbokeh layers and options to create effective visualizations that carry your message and emphasize your ideas. We will focus on the two main pieces of data visualization: wrangling data in the appropriate format as well as employing the appropriate visualization tools, charts and options from rbokeh.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/interactive-data-visualization-with-rbokeh,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Interactive Data Visualization with rbokeh,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-7049,ONLINE,,AHOLD,N,Building Recommendation Engines with PySpark,,,,,,"This course will show you how to build  recommendation engines using Alternating Least Squares in PySpark. Using the popular MovieLens dataset and the Million Songs dataset, this course will take you step by step through the intuition of the Alternating Least Squares algorithm as well as the code to train, test and implement ALS models on various types of customer data. ",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/recommendation-engines-in-pyspark,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Building Recommendation Engines with PySpark,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-7032,ONLINE,,AHOLD,N,Biomedical Image Analysis in Python,,,,,,"The field of biomedical imaging has exploded in recent years - but for the uninitiated, even loading data can be a challenge! In this introductory course, you'll learn the fundamentals of image analysis using NumPy, SciPy, and Matplotlib. You'll navigate through a whole-body CT scan, segment a cardiac MRI time series, and determine whether Alzheimer’s disease changes brain structure. Even if you have never worked with images before, you will finish the course with a solid toolkit for entering this dynamic field.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/biomedical-image-analysis-in-python,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Biomedical Image Analysis in Python,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-7028,ONLINE,,AHOLD,N,Survival Analysis in R,,,,,,"Do patients taking the new drug survive longer than others? How fast do people get a new job after getting unemployed? What can I do to make my friends stay on the dancefloor at my party? All these questions require the analysis of time-to-event data, for which we use special statistical methods. This course introduces basic concepts of time-to-event data analysis, also called survival analysis. Learn how to deal with time-to-event data and how to compute, visualize and interpret survivor curves as well as Weibull and Cox models.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/survival-analysis-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Survival Analysis in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6982,ONLINE,,AHOLD,N,Visualizing Geospatial Data in Python,,,,,,"One of the most important tasks of a data scientist is to understand the relationships between their data's physical location and their geographical context. In this course you'll be learning to make attractive visualizations of geospatial data with the GeoPandas package. You will learn to spatially join datasets, linking data to context. Finally you will learn to overlay geospatial data to maps to add even more spatial cues to your work. You will use several datasets from the City of Nashville's open data portal to find out where the chickens are in Nashville, which neighborhood has the most public art, and more!",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/visualizing-geospatial-data-in-python,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Visualizing Geospatial Data in Python,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6981,ONLINE,,AHOLD,N,Python for MATLAB Users,,,,,,"Python is a versatile programming language that is becoming more and more popular for doing data science. Companies worldwide are using Python to harvest insights from their data and get a competitive edge. This course focuses on helping Matlab users learn to use Python specifically for data science. You will quickly learn how to migrate from Matlab to Python for data analysis and visualization. Learn the fundamentals of Python syntax, how to use numpy arrays to store and manipulate data. You will learn how to use matplotlib to discover trends, correlations, and patterns in real datasets, including bicycle traffic in the city of Seattle and avocado prices across the United States.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/python-for-matlab-users,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Python for MATLAB Users,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6953,ONLINE,,AHOLD,N,Dealing With Missing Data in R,,,,,,"Missing data is part of any real world data analysis. It can crop up in unexpected places, making analyses challenging to understand. In this course, you will learn how to use tidyverse tools and the naniar R package to visualize missing values. You'll tidy missing values so they can be used in analysis and explore missing values to find bias in the data. Lastly, you'll reveal other underlying patterns of missingness. You will also learn how to ""fill in the blanks"" of missing values with imputation models, and how to visualize, assess, and make decisions based on these imputed datasets.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/dealing-with-missing-data-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Dealing With Missing Data in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6952,ONLINE,,AHOLD,N,Financial Forecasting in Python,,,,,,"In Financial Forecasting in Python, you will step into the role of CFO and learn how to advise a board of directors on key metrics while building a financial forecast, the basics of income statements and balance sheets, and cleaning messy financial data. During the course, you will examine real-life datasets from Netflix, Tesla, and Ford, using the pandas package. Following the course, you will be able to calculate financial metrics, work with assumptions and variances, and build your own forecast in Python!",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/financial-forecasting-in-python,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Financial Forecasting in Python,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6947,ONLINE,,AHOLD,N,Statistical Simulation in Python,,,,,,"Simulations are a class of computational algorithms that use the relatively simple idea of random sampling to solve increasingly complex problems. Although they have been around for ages, they have gained in popularity recently due to the rise in computational power and have seen applications in multiple domains including Artificial Intelligence, Physics, Computational Biology and Finance just to name a few. Students will use simulations to generate and analyze data over different probability distributions using the important NumPy package. This course will give students hands-on experience with simulations using simple, real-world applications.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/statistical-simulation-in-python,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Statistical Simulation in Python,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6935,ONLINE,,AHOLD,N,Anomaly Detection in R,,,,,,"Are you concerned about inaccurate or suspicious records in your data, but not sure where to start? An anomaly detection algorithm could help! Anomaly detection is a collection of techniques designed to identify unusual data points, and are crucial for detecting fraud and for protecting computer networks from malicious activity. In this course, you'll explore statistical tests for identifying outliers, and learn to use sophisticated anomaly scoring algorithms like the local outlier factor and isolation forest. You'll apply anomaly detection algorithms to identify unusual wines in the UCI Wine quality dataset and also to detect cases of thyroid disease from abnormal hormone measurements.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/anomaly-detection-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Anomaly Detection in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6919,ONLINE,,AHOLD,N,Intermediate Data Visualization with Seaborn,,,,,,"Do you want to make beautiful, informative visualizations with ease? If so, then you must learn seaborn! Seaborn is a visualization library that is an essential part of the python data science toolkit. In this course, you will learn how to use seaborn's sophisticated visualization tools to analyze multiple real world datasets including the American Housing Survey, college tuition data, and guests from the popular television series, The Daily Show. Following this course, you will be able to use seaborn functions to visualize your data in several different formats and customize seaborn plots for your unique needs.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/intermediate-data-visualization-with-seaborn,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Intermediate Data Visualization with Seaborn,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6839,ONLINE,,AHOLD,N,Analyzing US Census Data in R,,,,,,"Analysts across industries rely on data from the United States Census Bureau in their work. In this course, students will learn how to work with Census tabular and spatial data in the R environment. The course focuses on the tidycensus package for acquiring data from the decennial US Census and American Community survey in a tidyverse-friendly format, and the tigris package for accessing Census geographic data within R. By the end of this course, students will be able to rapidly visualize and explore demographic data from the Census Bureau using ggplot2 and other tidyverse tools, and make maps of Census demographic data with only a few lines of R code.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/analyzing-us-census-data-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Analyzing US Census Data in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6820,ONLINE,,AHOLD,N,Analyzing Police Activity with pandas,,,,,,"Now that you have learned the foundations of pandas, this course will give you the chance to apply that knowledge by answering interesting questions about a real dataset! You will explore the Stanford Open Policing Project dataset and analyze the impact of gender on police behavior. During the course, you will gain more practice cleaning messy data, creating visualizations, combining and reshaping datasets, and manipulating time series data. Analyzing Police Activity with pandas will give you valuable experience analyzing a dataset from start to finish, preparing you for your data science career!",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/analyzing-police-activity-with-pandas,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Analyzing Police Activity with pandas,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6814,ONLINE,,AHOLD,N,RNA-Seq with Bioconductor in R,,,,,,"RNA-Seq is an exciting next-generation sequencing method used for identifying genes and pathways underlying particular diseases or conditions. As high-throughput sequencing becomes more affordable and accessible to a wider community of researchers, the knowledge to analyze this data is becoming an increasingly valuable skill. Join us in learning about the RNA-Seq workflow and discovering how to identify which genes and biological processes may be important for your condition of interest! We will start the course with a brief overview of the RNA-Seq workflow with an emphasis on differential expression (DE) analysis. Starting with the counts for each gene, the course will cover how to prepare data for DE analysis, assess the quality of the count data, and identify outliers and detect major sources of variation in the data. The DESeq2 R package will be used to model the count data using a negative binomial model and test for differentially expressed genes. Visualization of the results with heatmaps and volcano plots will be performed and the significant differentially expressed genes will be identified and saved.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/rna-seq-with-bioconductor-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,RNA-Seq with Bioconductor in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6799,ONLINE,,AHOLD,N,A/B Testing in R,,,,,,"In this course, you will learn the foundations of A/B testing, including hypothesis testing, experimental design, and confounding variables. You will also be exposed to a couple more advanced topics, sequential analysis and multivariate testing. The first dataset will be a generated example of a cat adoption website. You will investigate if changing the homepage image affects conversion rates (the percentage of people who click a specific button). For the remainder of the course you will use another generated dataset of a hypothetical data visualization website.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/ab-testing-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,A/B Testing in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6778,ONLINE,,AHOLD,N,Analyzing Election and Polling Data in R,,,,,,"This is an introductory course to the R programming language as applied in the context of political data analysis. In this course students learn how to wrangle, visualize, and model data with R by applying data science techniques to real-world political data such as public opinion polling and election results. The tools that you'll use in this course, from the dplyr, ggplot2, and choroplethr packages, among others, are staples of data science and can be used to analyze almost any dataset you get your hands on. Students will learn how to mutate columns and filter datasets, graph points and lines on charts, make maps, and create models to understand relationships between variables and predict the future. This course is suitable for anyone who already has downloaded R and knows the basics, like how to install packages.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/analyzing-election-and-polling-data-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Analyzing Election and Polling Data in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6653,ONLINE,,AHOLD,N,Interactive Maps with leaflet in R,,,,,,"Get ready to have some fun with maps! Interactive Maps with leaflet in R will give you the tools to make attractive and interactive web maps using spatial data and the tidyverse. In this course, you will create maps using the IPEDS dataset, which contains data on U.S. colleges and universities. Along the way, you will customize our maps using labels, popups, and custom markers, and add layers to enhance interactivity. Following the course, you will be able to create and customize your own interactive web maps to reveal patterns in your data.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/interactive-maps-with-leaflet-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Interactive Maps with leaflet in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6651,ONLINE,,AHOLD,N,Support Vector Machines in R,,,,,,"This course will introduce a powerful classifier, the support vector machine (SVM) using an intuitive, visual approach. Support Vector Machines in R will help students develop an understanding of the SVM model as a classifier and gain practical experience using R’s libsvm implementation from the e1071 package. Along the way, students will gain an intuitive understanding of important concepts, such as hard and soft margins, the kernel trick, different types of kernels, and how to tune SVM parameters. Get ready to classify data with this impressive model.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/support-vector-machines-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Support Vector Machines in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6650,ONLINE,,AHOLD,N,Hyperparameter Tuning in R,,,,,,"For many machine learning problems, simply running a model out-of-the-box and getting a prediction is not enough; you want the best model with the most accurate prediction. One way to perfect your model is with hyperparameter tuning, which means optimizing the settings for that specific model. In this course, you will work with the caret, mlr and h2o packages to find the optimal combination of hyperparameters in an efficient manner using grid search, random search, adaptive resampling and automatic machine learning (AutoML). Furthermore, you will work with different datasets and tune different supervised learning models, such as random forests, gradient boosting machines, support vector machines, and even neural nets. Get ready to tune!",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/hyperparameter-tuning-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Hyperparameter Tuning in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6639,ONLINE,,AHOLD,N,Network Analysis in the Tidyverse,,,,,,"If you've ever wanted to understand more about social networks, information networks, or even the neural networks of our brains, then you need to know network science! It will demonstrate network analysis using several R packages, including dplyr, ggplot2, igraph, ggraph as well as visNetwork. You will take on the role of Interpol Analyst and investigate the terrorist network behind the Madrid train bombing in 2004. Following the course, you will be able to analyse any network with basic centrality and similarity measures and create beautiful and interactive network visualizations.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/network-analysis-in-the-tidyverse,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Network Analysis in the Tidyverse,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6617,ONLINE,,AHOLD,N,Mixture Models in R,,,,,,"Mixture modeling is a way of representing populations when we are interested in their heterogeneity. Mixture models use familiar probability distributions (e.g. Gaussian, Poisson, Binomial) to provide a convenient yet formal statistical framework for clustering and classification. Unlike standard clustering approaches, we can estimate the probability of belonging to a cluster and make inference about the sub-populations. For example, in the context of marketing, you may want to cluster different customer groups and find their respective probabilities of purchasing specific products to better target them with custom promotions. When applying natural language processing to a large set of documents, you may want to cluster documents into different topics and understand how important each topic is across each document. In this course, you will learn what Mixture Models are, how they are estimated, and when it is appropriate to apply them!",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/mixture-models-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Mixture Models in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6613,ONLINE,,AHOLD,N,Analyzing Survey Data in R,,,,,,"You've taken a survey (or 1000) before, right? Have you ever wondered what goes into designing a survey and how survey responses are turned into actionable insights? Of course you have! In Analyzing Survey Data in R, you will work with surveys from A to Z, starting with common survey design structures, such as clustering and stratification, and will continue through to visualizing and analyzing survey results. You will model survey data from the National Health and Nutrition Examination Survey using R's survey and tidyverse packages. Following the course, you will be able to successfully interpret survey results and finally find the answers to life's burning questions!",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/analyzing-survey-data-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Analyzing Survey Data in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6612,ONLINE,,AHOLD,N,Introduction to Python for Finance,,,,,,"The financial industry is increasingly adopting Python for general-purpose programming and quantitative analysis, ranging from understanding trading dynamics to risk management systems. This course focuses specifically on introducing Python for financial analysis. Using practical examples, you will learn the fundamentals of Python data structures such as lists and arrays and learn powerful ways to store and manipulate financial data to identify trends.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/introduction-to-python-for-finance,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Introduction to Python for Finance,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6590,ONLINE,,AHOLD,N,Intermediate Functional Programming with purrr,,,,,,"Have you ever been wondering what the purrr description (“A functional programming toolkit for R”) refers to? Then, you’ve come to the right place! This course will walk you through the functional programming part of purrr - in other words, you will learn how to take full advantage of the flexibility offered by the .f in map(.x, .f) to iterate other lists, vectors and data.frame with a robust, clean, and easy to maintain code. During this course, you will learn how to write your own mappers (or lambda functions), and how to use predicates and adverbs. Finally, this new knowledge will be applied to a use case, so that you’ll be able to see how you can use this newly acquired knowledge on a concrete example of a simple nested list, how to extract, keep or discard elements, how to compose functions to manipulate and parse results from this list, how to integrate purrr workflow inside other functions, how to avoid copy and pasting with purrr functional tools.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/intermediate-functional-programming-with-purrr,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Intermediate Functional Programming with purrr,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-6580,ONLINE,,AHOLD,N,Bayesian Regression Modeling with rstanarm,,,,,,"Bayesian estimation offers a flexible alternative to modeling techniques where the inferences depend on p-values. In this course, you’ll learn how to estimate linear regression models using Bayesian methods and the rstanarm package. You’ll be introduced to prior distributions, posterior predictive model checking, and model comparisons within the Bayesian framework. You’ll also learn how to use your estimated model to make predictions for new data.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/bayesian-regression-modeling-with-rstanarm,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Bayesian Regression Modeling with rstanarm,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
